Taxonomic Identification,Phylum or Class,Date,Station Number,Depth (m),Actual Count,Density (cells/mL),Biovolume (cubic micrometers/mL),Cell Volume (cubic micrometers/cell)
Achnanthidium minutissimum,BACILLARIOPHYTA,3/11/2014,36,2,6,80.2,3779.8,47.1
Actinocyclus sp.,BACILLARIOPHYTA,3/11/2014,36,2,1,13.4,8872.1,663.7
Actinoptychus senarius,BACILLARIOPHYTA,3/11/2014,36,2,2,26.7,81308.7,3041.1
Aulacoseira sp.,BACILLARIOPHYTA,3/11/2014,36,2,2,26.7,16631.3,622
Bacillaria paxillifera,BACILLARIOPHYTA,3/11/2014,36,2,4,53.5,152400.7,2850
Cocconeis placentula,BACILLARIOPHYTA,3/11/2014,36,2,5,66.8,32758.7,490.1
Cyclostephanos invisitatus,BACILLARIOPHYTA,3/11/2014,36,2,1,3.6,2795.4,769.7
Cyclotella scaldensis,BACILLARIOPHYTA,3/11/2014,36,2,2,7.3,9892.4,1361.9
Cymbella sp.,BACILLARIOPHYTA,3/11/2014,36,2,1,3.6,1792,493.4
Epithemia sp.,BACILLARIOPHYTA,3/11/2014,36,2,1,3.6,7222.2,1988.5
Gomphonema sp.,BACILLARIOPHYTA,3/11/2014,36,2,4,53.5,14811.8,277
Gyrosigma fasciola,BACILLARIOPHYTA,3/11/2014,36,2,4,0.8,4267.2,5334
Navicula rostellata,BACILLARIOPHYTA,3/11/2014,36,2,1,13.4,18059.3,1350.9
Navicula spp.,BACILLARIOPHYTA,3/11/2014,36,2,1,13.4,18059.3,1350.9
Nitzschia spp.,BACILLARIOPHYTA,3/11/2014,36,2,6,80.2,66775.6,832.5
Paralia sulcata,BACILLARIOPHYTA,3/11/2014,36,2,5,18.2,10354.5,570.2
Pleurosigma angulatum,BACILLARIOPHYTA,3/11/2014,36,2,2,0.4,32336.3,80840
Psammodictyon constrictum,BACILLARIOPHYTA,3/11/2014,36,2,4,53.5,46366.1,867.1
Rhizosolenia setigera,BACILLARIOPHYTA,3/11/2014,36,2,4,53.5,714979,13370.6
Skeletonema costatum,BACILLARIOPHYTA,3/11/2014,36,2,16,213.9,25199,117.8
Staurosirella pinnata,BACILLARIOPHYTA,3/11/2014,36,2,6,80.2,9449.6,117.8
Thalassiosira eccentrica,BACILLARIOPHYTA,3/11/2014,36,2,9,120.3,218475.1,1815.8
Thalassiosira spp.,BACILLARIOPHYTA,3/11/2014,36,2,269,3596.1,211828.9,58.9
Unknown Diatom,BACILLARIOPHYTA,3/11/2014,36,2,2,26.7,31918.7,1193.7
Unknown Diatom,BACILLARIOPHYTA,3/11/2014,36,2,1,3.6,20537.9,5657.8
Chlorella minutissima,CHLOROPHYTA,3/11/2014,36,2,20,267.4,3779.8,14.1
Dictyocha fibula,CHRYSOPHYCEAE,3/11/2014,36,2,2,26.7,447981.8,16755.1
Mallomonas sp.,CHRYSOPHYCEAE,3/11/2014,36,2,1,13.4,3324.9,248.7
Komma caudata,CRYPTOPHYTA,3/11/2014,36,2,8,106.9,13719.4,128.3
Plagioselmis nannoplanctica,CRYPTOPHYTA,3/11/2014,36,2,14,187.2,34494.6,184.3
Peridinium sp.,DINOPHYCEAE,3/11/2014,36,2,57,762,1407614.9,1847.3
Biddulphia sp.,BACILLARIOPHYTA,3/25/2014,18,2,1,0.2,257.3,1286.5
Chaetoceros sp.,BACILLARIOPHYTA,3/25/2014,18,2,24,641.7,403183.6,628.3
Cyclotella sp.,BACILLARIOPHYTA,3/25/2014,18,2,5,133.7,52497.9,392.7
Entomoneis sp.,BACILLARIOPHYTA,3/25/2014,18,2,1,26.7,3429748.8,128277.4
Guinardia sp.,BACILLARIOPHYTA,3/25/2014,18,2,2,53.5,99452,1859.8
Pantocsekiella ocellata,BACILLARIOPHYTA,3/25/2014,18,2,1,26.7,4031.8,150.8
Pleurosigma angulatum,BACILLARIOPHYTA,3/25/2014,18,2,1,26.7,1775214.4,66395.5
Rhizosolenia setigera,BACILLARIOPHYTA,3/25/2014,18,2,1,3.6,109412.8,30125.5
Skeletonema costatum,BACILLARIOPHYTA,3/25/2014,18,2,60,1604.2,2134353.4,1330.5
Thalassiosira eccentrica,BACILLARIOPHYTA,3/25/2014,18,2,4,14.5,19784.8,1361.9
Thalassiosira spp.,BACILLARIOPHYTA,3/25/2014,18,2,6,160.4,9449.6,58.9
Unknown Diatom,BACILLARIOPHYTA,3/25/2014,18,2,43,1149.7,260053.5,226.2
Chlamydomonas globosa,CHLOROPHYTA,3/25/2014,18,2,7,187.2,21167.1,113.1
Chlamydomonas gloeopara,CHLOROPHYTA,3/25/2014,18,2,4,106.9,2015.9,18.8
Chlorella minutissima,CHLOROPHYTA,3/25/2014,18,2,256,6844.7,28670.8,4.2
Komma caudata,CRYPTOPHYTA,3/25/2014,18,2,26,695.2,352337.7,506.8
Plagioselmis nannoplanctica,CRYPTOPHYTA,3/25/2014,18,2,8,213.9,11199.5,52.4
Peridinium sp.,DINOPHYCEAE,3/25/2014,18,2,1,3.6,16734.6,4607.7
Achnanthidium minutissimum,BACILLARIOPHYTA,3/25/2014,36,2,1,30.6,960,31.4
Actinoptychus senarius,BACILLARIOPHYTA,3/25/2014,36,2,2,7.3,42718.8,5881.1
Aulacoseira sp.,BACILLARIOPHYTA,3/25/2014,36,2,2,61.1,8639.6,141.4
Bacillaria paxillifera,BACILLARIOPHYTA,3/25/2014,36,2,1,30.6,104136.7,3408
Craticula sp.,BACILLARIOPHYTA,3/25/2014,36,2,1,30.6,106075.7,3471.5
Cyclotella striata,BACILLARIOPHYTA,3/25/2014,36,2,2,61.1,34846.6,570.2
Diploneis sp.,BACILLARIOPHYTA,3/25/2014,36,2,1,3.6,15275.1,4208
Fragilariopsis kerguelensis,BACILLARIOPHYTA,3/25/2014,36,2,1,3.6,1283.6,353.4
Gyrosigma fasciola,BACILLARIOPHYTA,3/25/2014,36,2,3,10.9,44972,4127.5
Navicula spp.,BACILLARIOPHYTA,3/25/2014,36,2,1,30.6,8639.6,282.7
Nitzschia incerta,BACILLARIOPHYTA,3/25/2014,36,2,1,30.6,19709,645
Nitzschia spp.,BACILLARIOPHYTA,3/25/2014,36,2,3,91.7,314610.1,3432
Paralia sulcata,BACILLARIOPHYTA,3/25/2014,36,2,5,152.8,184312.5,1206.4
Pleurosigma salinarum,BACILLARIOPHYTA,3/25/2014,36,2,1,30.6,1388336.2,45435
Psammodictyon panduriforme,BACILLARIOPHYTA,3/25/2014,36,2,1,30.6,19097.8,625
Thalassiosira eccentrica,BACILLARIOPHYTA,3/25/2014,36,2,1,30.6,322930.9,10568.3
Thalassiosira spp.,BACILLARIOPHYTA,3/25/2014,36,2,273,8341.9,491380.1,58.9
Tryblionella littoralis,BACILLARIOPHYTA,3/25/2014,36,2,2,61.1,61437.5,1005.3
Unknown Diatom,BACILLARIOPHYTA,3/25/2014,36,2,133,4064,398983.8,98.2
Unknown Diatom,BACILLARIOPHYTA,3/25/2014,36,2,2,0.4,344.1,860.1
Aulacoseira sp.,BACILLARIOPHYTA,4/15/2014,18,2,1,21.4,4838.2,226.2
Chaetoceros sp.,BACILLARIOPHYTA,4/15/2014,18,2,2,0.4,985.2,2463
Cyclotella meneghiniana,BACILLARIOPHYTA,4/15/2014,18,2,1,21.4,25803.8,1206.4
Cyclotella sp.,BACILLARIOPHYTA,4/15/2014,18,2,4,85.6,26878.9,314.2
Diatoma mesodon,BACILLARIOPHYTA,4/15/2014,18,2,2,42.8,4031.8,94.2
Ditylum brightwellii,BACILLARIOPHYTA,4/15/2014,18,2,3,0.6,52618.1,87696
Epithemia sp.,BACILLARIOPHYTA,4/15/2014,18,2,1,21.4,41529.9,1941.6
Navicula spp.,BACILLARIOPHYTA,4/15/2014,18,2,2,42.8,2620.7,61.3
Odontella aurita,BACILLARIOPHYTA,4/15/2014,18,2,1,0.2,814.3,4071.5
Pseudo-nitzschia seriata,BACILLARIOPHYTA,4/15/2014,18,2,5,106.9,317635.2,2970
Rhizosolenia setigera,BACILLARIOPHYTA,4/15/2014,18,2,1,3.6,52117.8,14350
Skeletonema costatum,BACILLARIOPHYTA,4/15/2014,18,2,45,962.5,163289.4,169.6
Thalassionema nitzschioides,BACILLARIOPHYTA,4/15/2014,18,2,5,106.9,18608.9,174
Thalassiosira eccentrica,BACILLARIOPHYTA,4/15/2014,18,2,4,85.6,105365.3,1231.5
Thalassiosira spp.,BACILLARIOPHYTA,4/15/2014,18,2,279,5967.7,1499843.1,251.3
Ulnaria ulna,BACILLARIOPHYTA,4/15/2014,18,2,2,42.8,60477.5,1413.7
Unknown Diatom,BACILLARIOPHYTA,4/15/2014,18,2,1,3.6,2396.1,660.1
Unknown Chlorophyte,CHLOROPHYTA,4/15/2014,18,2,1,21.4,1120,52.4
Dictyocha speculum,CHRYSOPHYCEAE,4/15/2014,18,2,1,3.6,10124.4,2787.6
Hemiselmis sp.,CRYPTOPHYTA,4/15/2014,18,2,1,21.4,3639.9,170.2
Komma caudata,CRYPTOPHYTA,4/15/2014,18,2,28,598.9,265608.4,443.5
Peridinium sp.,DINOPHYCEAE,4/15/2014,18,2,1,3.6,9827.8,2706
Actinoptychus senarius,BACILLARIOPHYTA,4/15/2014,34,2,1,36.3,100635.7,2770.9
Aulacoseira granulata,BACILLARIOPHYTA,4/15/2014,34,2,2,213.9,290292.2,1357.2
Cyclotella sp.,BACILLARIOPHYTA,4/15/2014,34,2,1,36.3,61784.8,1701.2
Diatoma sp.,BACILLARIOPHYTA,4/15/2014,34,2,2,72.6,23960.9,329.9
Diploneis sp.,BACILLARIOPHYTA,4/15/2014,34,2,1,36.3,15061.1,414.7
Fragilariopsis sp.,BACILLARIOPHYTA,4/15/2014,34,2,2,72.6,9413.2,129.6
Nitzschia spp.,BACILLARIOPHYTA,4/15/2014,34,2,1,36.3,99150.9,2730
Paralia sulcata,BACILLARIOPHYTA,4/15/2014,34,2,6,641.7,365889.2,570.2
Rhopalodia sp.,BACILLARIOPHYTA,4/15/2014,34,2,1,36.3,14920.7,410.8
Skeletonema costatum,BACILLARIOPHYTA,4/15/2014,34,2,14,1497.3,146994,98.2
Stephanopyxis sp.,BACILLARIOPHYTA,4/15/2014,34,2,1,107,98780,923.6
Thalassionema sp.,BACILLARIOPHYTA,4/15/2014,34,2,2,213.9,41068,192
Thalassiosira visurgis,BACILLARIOPHYTA,4/15/2014,34,2,5,534.7,170093.1,318.1
Tryblionella granulata,BACILLARIOPHYTA,4/15/2014,34,2,1,36.3,34743.3,956.6
Tryblionella kuetzingii,BACILLARIOPHYTA,4/15/2014,34,2,1,36.3,86601.5,2384.5
Ulnaria ulna,BACILLARIOPHYTA,4/15/2014,34,2,2,213.9,302387.7,1413.7
Unknown Diatom,BACILLARIOPHYTA,4/15/2014,34,2,214,22886.8,1348145.3,58.9
Unknown Diatom,BACILLARIOPHYTA,4/15/2014,34,2,1,2,2799.2,1399.6
Dunaliella sp.,CHLOROPHYTA,4/15/2014,34,2,1,36.3,13387.7,368.6
Nephroselmis minuta,CHLOROPHYTA,4/15/2014,34,2,1,36.3,304.3,8.4
Scenedesmus sp.,CHLOROPHYTA,4/15/2014,34,2,4,427.8,12095.5,28.3
Tetraselmis gracile,CHLOROPHYTA,4/15/2014,34,2,1,106.9,12599.5,117.8
Unknown Chlorophyte,CHLOROPHYTA,4/15/2014,34,2,225,24063.3,340186.2,14.1
Dictyocha speculum,CHRYSOPHYCEAE,4/15/2014,34,2,1,106.9,354801.6,3317.5
Pleurostomum gracile,CHRYSOPHYCEAE,4/15/2014,34,2,1,106.9,11087.6,103.7
Hillea fusiformis,CRYPTOPHYTA,4/15/2014,34,2,4,427.8,25087,58.6
Plagioselmis nannoplanctica,CRYPTOPHYTA,4/15/2014,34,2,1,106.9,21503.1,201.1
Rhinomonas sp.,CRYPTOPHYTA,4/15/2014,34,2,1,106.9,41998.3,392.7
Unknown Cryptophyte,CRYPTOPHYTA,4/15/2014,34,2,4,427.8,72797.1,170.2
Eutreptia globulifera,EUGLENOPHYTA,4/15/2014,34,2,1,36.3,84561.9,2328.3
Pavlova lutheri,HAPTOPHYTA,4/15/2014,34,2,1,36.3,3346.9,92.2
Achnanthidium minutissimum,BACILLARIOPHYTA,4/15/2014,649,2,6,534.7,32758.7,61.3
Aulacoseira sp.,BACILLARIOPHYTA,4/15/2014,649,2,4,356.5,161273.5,452.4
Cocconeis placentula,BACILLARIOPHYTA,4/15/2014,649,2,2,72.6,59902.2,824.7
Cyclotella meneghiniana,BACILLARIOPHYTA,4/15/2014,649,2,1,2,570.2,285.1
Cyclotella sp.,BACILLARIOPHYTA,4/15/2014,649,2,2,178.2,215031.3,1206.4
Entomoneis paludosa,BACILLARIOPHYTA,4/15/2014,649,2,10,891.2,2784487,3124.3
Gomphoneis minuta,BACILLARIOPHYTA,4/15/2014,649,2,1,36.3,78330.7,2156.7
Hantzschia amphioxys,BACILLARIOPHYTA,4/15/2014,649,2,1,36.3,81354.6,2240
Hippodonta avittata,BACILLARIOPHYTA,4/15/2014,649,2,1,89.1,11549.5,129.6
Melosira varians,BACILLARIOPHYTA,4/15/2014,649,2,1,36.3,151866.3,4181.5
Navicula spp.,BACILLARIOPHYTA,4/15/2014,649,2,2,178.2,33598.6,188.5
Nitzschia inconspicua,BACILLARIOPHYTA,4/15/2014,649,2,1,89.1,2139,24
Nitzschia spp.,BACILLARIOPHYTA,4/15/2014,649,2,3,109,22063.8,202.5
Rhopalodia sp.,BACILLARIOPHYTA,4/15/2014,649,2,1,89.1,52298.5,586.8
Tryblionella granulata,BACILLARIOPHYTA,4/15/2014,649,2,1,36.3,45639.8,1256.6
Ulnaria ulna,BACILLARIOPHYTA,4/15/2014,649,2,5,445.6,582726.4,1307.7
Unknown Diatom,BACILLARIOPHYTA,4/15/2014,649,2,6,534.7,45358.2,84.8
Unknown Diatom,BACILLARIOPHYTA,4/15/2014,649,2,1,36.3,22084,608
Chlamydomonas spp.,CHLOROPHYTA,4/15/2014,649,2,7,623.9,58797.6,94.2
Nephroselmis sp.,CHLOROPHYTA,4/15/2014,649,2,9,802.1,215031.3,268.1
Pseudoscourfieldia marina,CHLOROPHYTA,4/15/2014,649,2,6,534.7,34998.6,65.4
Unknown Chlorophyte,CHLOROPHYTA,4/15/2014,649,2,350,31193.1,1045290.9,33.5
Ochromonas marina,CHRYSOPHYCEAE,4/15/2014,649,2,1,89.1,37331.8,418.9
Hillea fusiformis,CRYPTOPHYTA,4/15/2014,649,2,6,534.7,41998.3,78.5
Rhinomonas sp.,CRYPTOPHYTA,4/15/2014,649,2,1,89.1,19412.5,217.8
Rhodomonas marina,CRYPTOPHYTA,4/15/2014,649,2,2,178.2,149840.6,840.6
Prymnesium sp.,HAPTOPHYTA,4/15/2014,649,2,1,2,942.5,471.2
Cyclotella sp.,BACILLARIOPHYTA,4/23/2014,27,2,2,213.9,363873.2,1701.2
Diatoma mesodon,BACILLARIOPHYTA,4/23/2014,27,2,1,106.9,28558.8,267
Ditylum brightwellii,BACILLARIOPHYTA,4/23/2014,27,2,1,2,256034.5,128016
Navicula spp.,BACILLARIOPHYTA,4/23/2014,27,2,1,36.3,722933.9,19905.1
Nitzschia spp.,BACILLARIOPHYTA,4/23/2014,27,2,9,962.5,37538.7,39
Odontella aurita,BACILLARIOPHYTA,4/23/2014,27,2,1,2,12026.1,6013
Paralia sulcata,BACILLARIOPHYTA,4/23/2014,27,2,8,855.6,537578.2,628.3
Pleurosigma sp.,BACILLARIOPHYTA,4/23/2014,27,2,1,36.3,37045.4,1020
Skeletonema costatum,BACILLARIOPHYTA,4/23/2014,27,2,6,641.7,62997.4,98.2
Thalassionema nitzschioides,BACILLARIOPHYTA,4/23/2014,27,2,1,106.9,28234.2,264
Thalassiosira eccentrica,BACILLARIOPHYTA,4/23/2014,27,2,1,36.3,138060.3,3801.3
Thalassiosira visurgis,BACILLARIOPHYTA,4/23/2014,27,2,14,1497.3,846685.6,565.5
Tryblionella granulata,BACILLARIOPHYTA,4/23/2014,27,2,1,106.9,212511.4,1987.1
Ulnaria ulna,BACILLARIOPHYTA,4/23/2014,27,2,2,213.9,599735.7,2803.9
Unknown Diatom,BACILLARIOPHYTA,4/23/2014,27,2,298,31870.5,8009915,251.3
Unknown Diatom,BACILLARIOPHYTA,4/23/2014,27,2,3,109,53398.5,490.1
Chlamydomonas coccoides,CHLOROPHYTA,4/23/2014,27,2,2,213.9,111995.5,523.6
Unknown Chlorophyte,CHLOROPHYTA,4/23/2014,27,2,89,9518.4,134562.5,14.1
Unknown Chrysophyte,CHRYSOPHYCEAE,4/23/2014,27,2,2,213.9,24191,113.1
Hillea fusiformis,CRYPTOPHYTA,4/23/2014,27,2,4,427.8,12095.5,28.3
Komma caudata,CRYPTOPHYTA,4/23/2014,27,2,9,962.5,457361.4,475.2
Euglena sp.,EUGLENOPHYTA,4/23/2014,27,2,1,106.9,20159.2,188.5
Actinoptychus senarius,BACILLARIOPHYTA,5/7/2014,21,2,2,35.6,437482.2,12271.8
Amphora sp.,BACILLARIOPHYTA,5/7/2014,21,2,2,35.6,109536.9,3072.6
Bacillaria paxillifera,BACILLARIOPHYTA,5/7/2014,21,2,1,3.6,4031.4,1110
Cocconeis placentula,BACILLARIOPHYTA,5/7/2014,21,2,1,3.6,1460.5,402.1
Cocconeis scutellum,BACILLARIOPHYTA,5/7/2014,21,2,1,3.6,8386.3,2309.1
Entomoneis sp.,BACILLARIOPHYTA,5/7/2014,21,2,1,3.6,21724.5,5981.6
Eunotogramma sp.,BACILLARIOPHYTA,5/7/2014,21,2,7,124.8,83296.6,667.6
Fragilaria sp.,BACILLARIOPHYTA,5/7/2014,21,2,1,3.6,547.7,150.8
Navicula spp.,BACILLARIOPHYTA,5/7/2014,21,2,1,0.2,25.4,127.2
Nitzschia palea,BACILLARIOPHYTA,5/7/2014,21,2,1,3.6,294.2,81
Nitzschia spp.,BACILLARIOPHYTA,5/7/2014,21,2,1,17.8,909.1,51
Odontella aurita,BACILLARIOPHYTA,5/7/2014,21,2,1,17.8,229590.7,12880.5
Skeletonema sp.,BACILLARIOPHYTA,5/7/2014,21,2,3,53.5,6299.7,117.8
Thalassiosira spp.,BACILLARIOPHYTA,5/7/2014,21,2,236,4206.6,1858441,441.8
Thalassiosira visurgis,BACILLARIOPHYTA,5/7/2014,21,2,3,53.5,10501547.9,196386.3
Ulnaria ulna,BACILLARIOPHYTA,5/7/2014,21,2,1,3.6,5134.5,1413.7
Unknown Diatom,BACILLARIOPHYTA,5/7/2014,21,2,4,0.8,1612.8,2016
Chlorella sp.,CHLOROPHYTA,5/7/2014,21,2,22,392.1,1642.6,4.2
Unknown Chlorophyte,CHLOROPHYTA,5/7/2014,21,2,12,213.9,24191,113.1
Cryptomonas erosa,CRYPTOPHYTA,5/7/2014,21,2,30,534.7,131034.7,245
Komma caudata,CRYPTOPHYTA,5/7/2014,21,2,8,142.6,26281.6,184.3
Plagioselmis sp.,CRYPTOPHYTA,5/7/2014,21,2,96,1711.2,145146.1,84.8
Actinoptychus senarius,BACILLARIOPHYTA,5/7/2014,27,2,4,0.8,1814.6,2268.2
Cyclotella sp.,BACILLARIOPHYTA,5/7/2014,27,2,1,7.1,1433.5,201.1
Cyclotella striata,BACILLARIOPHYTA,5/7/2014,27,2,1,3.6,3354.5,923.6
Eunotogramma sp.,BACILLARIOPHYTA,5/7/2014,27,2,21,149.7,32338.7,216
Navicula spp.,BACILLARIOPHYTA,5/7/2014,27,2,1,0.2,369.5,1847.3
Nitzschia spp.,BACILLARIOPHYTA,5/7/2014,27,2,2,14.3,342.2,24
Odontella aurita,BACILLARIOPHYTA,5/7/2014,27,2,1,3.6,8534.6,2349.9
Paralia sulcata,BACILLARIOPHYTA,5/7/2014,27,2,20,4,2280.8,570.2
Surirella sp.,BACILLARIOPHYTA,5/7/2014,27,2,1,0.2,965.1,4825.5
Thalassiosira eccentrica,BACILLARIOPHYTA,5/7/2014,27,2,2,14.3,17202.5,1206.4
Thalassiosira spp.,BACILLARIOPHYTA,5/7/2014,27,2,260,1853.8,222766.7,120.2
Tryblionella granulata,BACILLARIOPHYTA,5/7/2014,27,2,1,0.2,38.4,192
Chlamydomonas spp.,CHLOROPHYTA,5/7/2014,27,2,4,28.5,1493.3,52.4
Chlorella sp.,CHLOROPHYTA,5/7/2014,27,2,62,442.1,14813.3,33.5
Mallomonas sp.,CHRYSOPHYCEAE,5/7/2014,27,2,1,7.1,3822.8,536.2
Plagioselmis sp.,CRYPTOPHYTA,5/7/2014,27,2,44,313.7,9198.6,29.3
Actinoptychus senarius,BACILLARIOPHYTA,5/7/2014,32,2,1,35.6,71677.1,2010.6
Diatoma mesodon,BACILLARIOPHYTA,5/7/2014,32,2,16,570.4,186360.4,326.7
Epithemia sp.,BACILLARIOPHYTA,5/7/2014,32,2,1,0.2,151.2,756.2
Nitzschia spp.,BACILLARIOPHYTA,5/7/2014,32,2,10,356.5,51335,144
Nitzschia spp.,BACILLARIOPHYTA,5/7/2014,32,2,2,7.3,30326.4,4177.2
Planothidium sp.,BACILLARIOPHYTA,5/7/2014,32,2,1,35.7,44350.2,1244
Skeletonema sp.,BACILLARIOPHYTA,5/7/2014,32,2,3,106.9,33262.7,311
Thalassiosira eccentrica,BACILLARIOPHYTA,5/7/2014,32,2,3,106.9,5143615.3,48094.6
Thalassiosira spp.,BACILLARIOPHYTA,5/7/2014,32,2,373,13297.2,2062659.4,155.1
Thalassiosira visurgis,BACILLARIOPHYTA,5/7/2014,32,2,8,285.2,162617.4,570.2
Tryblionella compressa,BACILLARIOPHYTA,5/7/2014,32,2,1,0.2,165,825
Tryblionella sp.,BACILLARIOPHYTA,5/7/2014,32,2,1,0.2,251.3,1256.6
Unknown Diatom,BACILLARIOPHYTA,5/7/2014,32,2,1,0.2,700,3500.1
Unknown Diatom,BACILLARIOPHYTA,5/7/2014,32,2,1,35.7,1566368.4,43937.4
Chlamydomonas spp.,CHLOROPHYTA,5/7/2014,32,2,5,18.2,2053.8,113.1
Rhodomonas sp.,CRYPTOPHYTA,5/7/2014,32,2,9,32.7,17602.7,538.5
Actinoptychus senarius,BACILLARIOPHYTA,5/13/2014,13,2,1,15.3,34846.6,2280.8
Campylodiscus sp.,BACILLARIOPHYTA,5/13/2014,13,2,1,15.3,56757.7,3714.9
Chaetoceros sp.,BACILLARIOPHYTA,5/13/2014,13,2,4,61.1,43678.2,714.7
Cocconeis scutellum,BACILLARIOPHYTA,5/13/2014,13,2,1,3.6,20965.8,5772.7
Cocconeis sp.,BACILLARIOPHYTA,5/13/2014,13,2,2,30.6,6335.7,207.3
Coscinodiscus sp.,BACILLARIOPHYTA,5/13/2014,13,2,3,45.8,1824694,39810.2
Cyclotella striata,BACILLARIOPHYTA,5/13/2014,13,2,1,3.6,3651.2,1005.3
Ditylum brightwellii,BACILLARIOPHYTA,5/13/2014,13,2,2,30.6,1172637.6,38376
Encyonema minutum,BACILLARIOPHYTA,5/13/2014,13,2,1,15.3,2903.1,190
Fragilariopsis kerguelensis,BACILLARIOPHYTA,5/13/2014,13,2,1,0.2,108.4,541.9
Nitzschia spp.,BACILLARIOPHYTA,5/13/2014,13,2,6,91.7,3025.1,33
Odontella aurita,BACILLARIOPHYTA,5/13/2014,13,2,1,15.3,27142.9,1776.6
Paralia sulcata,BACILLARIOPHYTA,5/13/2014,13,2,3,45.8,6911.7,150.8
Planothidium sp.,BACILLARIOPHYTA,5/13/2014,13,2,1,15.3,3779.8,247.4
Pleurosigma sp.,BACILLARIOPHYTA,5/13/2014,13,2,3,45.8,259081.2,5652.5
Pseudo-nitzschia australis,BACILLARIOPHYTA,5/13/2014,13,2,4,61.1,77002.5,1260
Rhoicosphenia abbreviata,BACILLARIOPHYTA,5/13/2014,13,2,1,15.3,5995,392.4
Skeletonema sp.,BACILLARIOPHYTA,5/13/2014,13,2,4,61.1,5183.8,84.8
Staurosira venter,BACILLARIOPHYTA,5/13/2014,13,2,3,45.8,1619.9,35.3
Stephanodiscus sp.,BACILLARIOPHYTA,5/13/2014,13,2,2,30.6,1799.9,58.9
Thalassionema nitzschioides,BACILLARIOPHYTA,5/13/2014,13,2,8,122.2,56101.8,459
Thalassiosira eccentrica,BACILLARIOPHYTA,5/13/2014,13,2,5,76.4,158753.6,2078.2
Thalassiosira spp.,BACILLARIOPHYTA,5/13/2014,13,2,281,4293.2,7500723.6,1747.1
Thalassiosira visurgis,BACILLARIOPHYTA,5/13/2014,13,2,7,106.9,82316.7,769.7
Tryblionella granulata,BACILLARIOPHYTA,5/13/2014,13,2,1,3.6,1438.2,396
Ulnaria ulna,BACILLARIOPHYTA,5/13/2014,13,2,2,30.6,2879.9,94.2
Chlorella sp.,CHLOROPHYTA,5/13/2014,13,2,1,15.3,512,33.5
Chrysococcus sp.,CHRYSOPHYCEAE,5/13/2014,13,2,1,15.3,1727.9,113.1
Hillea fusiformis,CRYPTOPHYTA,5/13/2014,13,2,7,106.9,5375.8,50.3
Plagioselmis sp.,CRYPTOPHYTA,5/13/2014,13,2,32,488.9,106491.7,217.8
Peridinium sp.,DINOPHYCEAE,5/13/2014,13,2,1,15.3,21631.1,1415.8
Eutreptia sp.,EUGLENOPHYTA,5/13/2014,13,2,1,15.3,20351.2,1332
Actinocyclus divisus,BACILLARIOPHYTA,5/13/2014,18,2,2,32.9,125090.3,3801.3
Actinoptychus senarius,BACILLARIOPHYTA,5/13/2014,18,2,1,16.5,27990.2,1701.2
Asterionellopsis glacialis,BACILLARIOPHYTA,5/13/2014,18,2,12,197.4,78187.1,396
Ceratoneis closterium,BACILLARIOPHYTA,5/13/2014,18,2,1,0.2,118.5,592.5
Chaetoceros sp.,BACILLARIOPHYTA,5/13/2014,18,2,37,608.8,86064.2,141.4
Cocconeis sp.,BACILLARIOPHYTA,5/13/2014,18,2,3,49.4,6978.2,141.4
Coscinodiscus sp.,BACILLARIOPHYTA,5/13/2014,18,2,1,3.6,675103.4,185881.6
Ditylum brightwellii,BACILLARIOPHYTA,5/13/2014,18,2,1,0.2,23990.6,119952
Eucampia zodiacus,BACILLARIOPHYTA,5/13/2014,18,2,5,82.3,208699.2,2536.8
Eunotogramma sp.,BACILLARIOPHYTA,5/13/2014,18,2,5,18.2,4278.7,235.6
Hydrosera sp.,BACILLARIOPHYTA,5/13/2014,18,2,2,0.4,774.4,1936
Licmophora sp.,BACILLARIOPHYTA,5/13/2014,18,2,1,0.2,330.2,1651.2
Navicula spp.,BACILLARIOPHYTA,5/13/2014,18,2,1,0.2,70.7,353.4
Nitzschia longissima,BACILLARIOPHYTA,5/13/2014,18,2,1,3.6,2244.5,618
Nitzschia spp.,BACILLARIOPHYTA,5/13/2014,18,2,3,49.4,3257.8,66
Odontella aurita,BACILLARIOPHYTA,5/13/2014,18,2,1,3.6,35042.8,9648.6
Paralia sulcata,BACILLARIOPHYTA,5/13/2014,18,2,7,115.2,87563.2,760.3
Pleurosigma aestuarii,BACILLARIOPHYTA,5/13/2014,18,2,1,16.5,24433.5,1485
Pseudo-nitzschia australis,BACILLARIOPHYTA,5/13/2014,18,2,71,1168.2,2847923.8,2437.9
Rhizosolenia setigera,BACILLARIOPHYTA,5/13/2014,18,2,1,16.5,171869.9,10445.8
Skeletonema sp.,BACILLARIOPHYTA,5/13/2014,18,2,38,625.2,106068.3,169.6
Thalassionema nitzschioides,BACILLARIOPHYTA,5/13/2014,18,2,2,32.9,6515.6,198
Thalassionema sp.,BACILLARIOPHYTA,5/13/2014,18,2,10,164.5,31590.8,192
Thalassiosira eccentrica,BACILLARIOPHYTA,5/13/2014,18,2,4,65.8,1421894.3,21604.7
Thalassiosira spp.,BACILLARIOPHYTA,5/13/2014,18,2,152,2500.9,1776639.1,710.4
Chlamydomonas spp.,CHLOROPHYTA,5/13/2014,18,2,1,16.5,1860.8,113.1
